Company name,Industry,City,County,Zip code,Date,Claimants,Wages owed,Industry_clean,company_id,industry_stolen,industry_total_claimants,industry_avg_loss_per_worker,company_total_wages,company_total_claimants,company_avg_loss_per_worker,county_total_wages,county_total_cases
South End Equipment,Delivery/Freight Transporation - Trucking,East Aurora,Erie County,14052,2021-09-14,1,2487.02,Delivery/Transportation,south-end-equipment,22069415.419999998,30474,724.204745684846,2487.02,1,2487.02,15179552.14,2192
A Little Off The Top,Other,Rochester,Monroe County,14612,2013-05-01,10,2486.75,Other,a-little-off-the-top,147547188.43,98576,1496.786118629281,2486.75,10,248.675,9322789.01,1383
Fogal Legwear of Switzerland,Other,New York,New York County,10119,2014-02-12,5,2486.58,Other,fogal-legwear-of-switzerland,147547188.43,98576,1496.786118629281,2486.58,5,497.316,96159726.15,6430
"Dunkin Donuts - Warrensburg #344713 / Northstar Donut Group, LLC",Restaurants - Fast Food Chain,Lake George,Warren County,12845,2020-02-28,17,2486.5,Groceries,dunkin-donuts-warrensburg-344713-northstar-donut-group-llc,20303227.0,43316,468.72349709114417,2486.5,17,146.26470588235293,1147526.67,221
Diana Warner New York LLC,Office,New York,New York County,10010,2014-10-21,1,2486.29,Other,diana-warner-new-york-llc,147547188.43,98576,1496.786118629281,2486.29,1,2486.29,96159726.15,6430
Koko Restaurant,Restaurants - Table Service,Ithaca,Tompkins County,14850,2021-01-06,2,2485.85,Food Services,koko-restaurant,149672052.18,66102,2264.2590569120453,2485.85,2,1242.925,751730.35,103
Dipson Theatres Inc.,Entertainment - Theatre,Williamsville,Erie County,14221,2022-11-14,40,2485.82,Other,dipson-theatres-inc,147547188.43,98576,1496.786118629281,2485.82,40,62.145500000000006,15179552.14,2192
Chipotle Long Island City - 2760,Restaurants - Fast Food Chain,Long Island City,Queens County,11101,2023-08-30,86,2485.71,Groceries,chipotle-long-island-city-2760,20303227.0,43316,468.72349709114417,2485.71,86,28.90360465116279,82459395.43,4259
Pacific Tanning-Shirley,"Beauty - Hair, Nail, And Skin Care Services",Shirley,Suffolk County,11967,2019-03-18,2,2485.6,Healthcare,pacific-tanning-shirley,86413131.15,57682,1498.0952662875768,2485.6,2,1242.8,53899585.56,3018
Jose Lopez,Construction -General,Elmhurst,Queens County,11373,2019-03-18,2,2484.98,Construction,jose-lopez,61023694.45,20078,3039.3313303117843,2484.98,2,1242.49,82459395.43,4259
Dennys,Restaurants - Diner,Queensbury,Warren County,12804,2017-08-30,47,2484.65,Food Services,dennys,149672052.18,66102,2264.2590569120453,16956.47,150,113.04313333333334,1147526.67,221
DCR Logistic Inc,Delivery/Freight Transporation - Trucking,Staten Island,Richmond County,10304,2016-11-10,2,2484.5,Delivery/Transportation,dcr-logistic-inc,22069415.419999998,30474,724.204745684846,2484.5,2,1242.25,9999766.05,569
Brown Fox Development Corp,Other,Bronx,Bronx County,10474,2014-02-28,3,2484.0,Other,brown-fox-development-corp,147547188.43,98576,1496.786118629281,9684.0,5,1936.8,27745338.03,1765
Class Iron Designs Inc,Office,Brooklyn,Kings County,11207,2015-04-17,1,2484.0,Other,class-iron-designs-inc,147547188.43,98576,1496.786118629281,2484.0,1,2484.0,87588061.27,4731
Ronite & Matthew Margulies,Domestic - General,Hewlett,Nassau County,11557,2016-05-16,1,2484.0,Other,ronite-matthew-margulies,147547188.43,98576,1496.786118629281,2484.0,1,2484.0,58900272.76,3252
Aasha Home Care,Healthcare - Home Health Care,Jackson Heights,Queens County,11372,2023-09-11,1,2484.0,Healthcare,aasha-home-care,86413131.15,57682,1498.0952662875768,2484.0,1,2484.0,82459395.43,4259
USA Pools of New York,Amusement,Astoria,Queens County,11103,2018-10-29,2,2482.14,Other,usa-pools-of-new-york,147547188.43,98576,1496.786118629281,2854.7799999999997,3,951.5933333333332,82459395.43,4259
"Universal Protection Service, LLC",Other,New York,New York County,10038,2014-08-18,8,2481.6,Other,universal-protection-service-llc,147547188.43,98576,1496.786118629281,3157.7,12,263.14166666666665,96159726.15,6430
Crowne Plaza,Hotels - General,Holtsville,Suffolk County,11742,2013-03-18,1,2481.0,Other,crowne-plaza,147547188.43,98576,1496.786118629281,3661.0,2,1830.5,53899585.56,3018
NYE Seasonal Services LLC,Construction -General,Macedon,Wayne County,14502,2018-06-07,2,2481.0,Construction,nye-seasonal-services-llc,61023694.45,20078,3039.3313303117843,2481.0,2,1240.5,436663.11,123
Accurate Electric Service Corp,Office,Long Island City,Queens County,11101,2015-02-03,1,2480.63,Other,accurate-electric-service-corp,147547188.43,98576,1496.786118629281,2480.63,1,2480.63,82459395.43,4259
RCM Roofing & Construction,Construction - General,Brooklyn,Kings County,11210,2013-10-17,2,2480.0,Construction,rcm-roofing-construction,61023694.45,20078,3039.3313303117843,2480.0,2,1240.0,87588061.27,4731
David Rosen Bakery Supply,Non-Profit,Brooklyn,Kings County,11206,2014-06-20,1,2480.0,Other,david-rosen-bakery-supply,147547188.43,98576,1496.786118629281,2480.0,1,2480.0,87588061.27,4731
Pilates BKLYN,Gym - Gym/Fitness,Brooklyn,Kings County,11222,2023-08-21,3,2480.0,Other,pilates-bklyn,147547188.43,98576,1496.786118629281,2480.0,3,826.6666666666666,87588061.27,4731
Motel 6,Hotels - General,Albany,Albany County,12206,2012-01-31,1,2479.2,Other,motel-6,147547188.43,98576,1496.786118629281,19193.93,10,1919.393,7516825.93,816
ANR ADVANCED HOME CARE,Other,Brooklyn,Kings County,11229,2013-02-25,1,2478.44,Other,anr-advanced-home-care,147547188.43,98576,1496.786118629281,2478.44,1,2478.44,87588061.27,4731
FJC Security Services/Allied Universal,Security - General,Floral Park,Nassau County,11001,2017-02-13,9,2478.31,Security,fjc-security-services-allied-universal,6284120.61,6007,1046.132946562344,2478.31,9,275.36777777777775,58900272.76,3252
Subway #23608,Restaurants - Limited-Service Restaurants,Highland,Ulster County,12528,2013-11-26,3,2478.29,Food Services,subway-23608,149672052.18,66102,2264.2590569120453,2478.29,3,826.0966666666667,2337274.49,314
Alpha Security,Other,Lake Grove,Suffolk County,11755,2013-06-28,1,2478.0,Other,alpha-security,147547188.43,98576,1496.786118629281,2478.0,1,2478.0,53899585.56,3018
Barbie Beauty Supply Store,Retail - Misc,Brooklyn,Kings County,11212,2021-09-23,1,2477.43,Retail,barbie-beauty-supply-store,14204964.71,7085,2004.9350331686662,2477.43,1,2477.43,87588061.27,4731
Bungalow Two,Restaurants - General,Long Beach,Nassau County,11561,2013-02-27,2,2477.25,Food Services,bungalow-two,149672052.18,66102,2264.2590569120453,2477.25,2,1238.625,58900272.76,3252
"Little Sweet Angels Preschool/Sweet Angel 88, Inc.",Education - General,Flushing,Queens County,11355,2016-09-13,1,2476.32,Education,little-sweet-angels-preschool-sweet-angel-88-inc,5153001.45,5256,980.4036244292238,2476.32,1,2476.32,82459395.43,4259
Ronald D Mizrahi DDS PC,Other,Brooklyn,Kings County,11223,2013-04-25,2,2475.18,Other,ronald-d-mizrahi-dds-pc,147547188.43,98576,1496.786118629281,2475.18,2,1237.59,87588061.27,4731
Bradermax,Office,Flushing,Queens County,11373,2014-10-06,1,2475.0,Other,bradermax,147547188.43,98576,1496.786118629281,2475.0,1,2475.0,82459395.43,4259
CITY SQUIRE,Restaurants - General,Schenectady,Schenectady County,12309,2014-12-01,1,2475.0,Food Services,city-squire,149672052.18,66102,2264.2590569120453,2475.0,1,2475.0,1225590.98,227
West 141 Street LP,Other,New York,New York County,10027,2017-07-05,1,2475.0,Other,west-141-street-lp,147547188.43,98576,1496.786118629281,2475.0,1,2475.0,96159726.15,6430
Omar Baker MD and Behnaz Baker,Domestic - General,New York,New York County,10011,2018-11-08,1,2475.0,Other,omar-baker-md-and-behnaz-baker,147547188.43,98576,1496.786118629281,2475.0,1,2475.0,96159726.15,6430
Papa Johns,Restaurants - Fast Food Chain,Woodside,Queens County,11377,2020-05-06,6,2474.96,Groceries,papa-johns,20303227.0,43316,468.72349709114417,24092.65,26,926.6403846153846,82459395.43,4259
Good and Fair Moving,Other,Kenmore,Erie County,14217,2014-01-27,1,2474.0,Other,good-and-fair-moving,147547188.43,98576,1496.786118629281,2474.0,1,2474.0,15179552.14,2192
Petco - Poughkeepsie- #2728,Wholesalers - Pet And Pet Supplies Stores,Poughkeepsie,Dutchess County,12601,2012-04-24,10,2473.55,Other,petco-poughkeepsie-2728,147547188.43,98576,1496.786118629281,2473.55,10,247.35500000000002,3663347.94,444
Hyundai of White Plains,Automotive - Auto Dealership,Hartsdale,Westchester County,10530,2019-08-22,1,2473.54,Automotive,hyundai-of-white-plains,6809323.82,6443,1056.8560949868074,3043.66,3,1014.5533333333333,22226095.1,2016
Horizon Land Management LLC,Building Service,Hamlin,Monroe County,14464,2019-04-04,1,2473.07,Construction,horizon-land-management-llc,61023694.45,20078,3039.3313303117843,2473.07,1,2473.07,9322789.01,1383
Flashpoint Investigations Inc,Other,E Elmhurst,Queens County,11369,2014-12-11,1,2472.83,Other,flashpoint-investigations-inc,147547188.43,98576,1496.786118629281,2472.83,1,2472.83,82459395.43,4259
House of Spices Laxmi,Office,Corona,Queens County,11368,2016-12-05,1,2472.48,Other,house-of-spices-laxmi,147547188.43,98576,1496.786118629281,2472.48,1,2472.48,82459395.43,4259
Subway,Restaurants - Fast Food Chain,Brewster,Putnam County,10509,2013-10-16,2,2472.16,Groceries,subway,20303227.0,43316,468.72349709114417,266043.05,287,926.9792682926828,1782613.65,155
Facility Solution Group,Construction -General,Lynbrook,Nassau County,11563,2020-01-31,1,2472.0,Construction,facility-solution-group,61023694.45,20078,3039.3313303117843,2472.0,1,2472.0,58900272.76,3252
Fitfly Designs Inc,Apparel,New York,New York County,10018,2017-03-20,1,2471.71,Other,fitfly-designs-inc,147547188.43,98576,1496.786118629281,2471.71,1,2471.71,96159726.15,6430
AR Freight Trucking Inc,Delivery/Freight Transporation - Trucking,Rego Park,Queens County,11374,2023-07-28,1,2471.42,Delivery/Transportation,ar-freight-trucking-inc,22069415.419999998,30474,724.204745684846,2471.42,1,2471.42,82459395.43,4259
Great Achievement Group Family Day Care,Education/Childcare - Childcare/Daycare,Brooklyn,Kings County,11236,2019-10-23,1,2471.19,Education,great-achievement-group-family-day-care,5153001.45,5256,980.4036244292238,2471.19,1,2471.19,87588061.27,4731
Advanced Imaging,Other,Batavia,Genesee County,14020,2014-11-24,2,2471.0,Other,advanced-imaging,147547188.43,98576,1496.786118629281,13160.63,6,2193.438333333333,1394740.1400000001,129
Hamlin Station Bar and Grill,Restaurants - Office,Hamlin,Monroe County,14464,2014-03-24,1,2470.5,Food Services,hamlin-station-bar-and-grill,149672052.18,66102,2264.2590569120453,2470.5,1,2470.5,9322789.01,1383
Metro PCS by TMoblie,Telecommunications - Wireless Telecommunications Carriers (Except Satellite),Spring Valley,Rockland County,10977,2019-07-01,1,2470.0,Other,metro-pcs-by-tmoblie,147547188.43,98576,1496.786118629281,2470.0,1,2470.0,6923821.61,504
Metro PCS by T-Mobile,Telecommunications - Wireless Telecommunications Carriers (Except Satellite),Spring Valley,Rockland County,10977,2019-07-01,1,2470.0,Other,metro-pcs-by-t-mobile,147547188.43,98576,1496.786118629281,4560.0,2,2280.0,6923821.61,504
Good Guys Transmission,Other,Niagara Falls,Niagara County,14301,2012-05-07,1,2470.0,Other,good-guys-transmission,147547188.43,98576,1496.786118629281,2470.0,1,2470.0,3015238.63,363
Lockport Home Medical,Healthcare - General,Lockport,Niagara County,14094,2020-03-23,1,2470.0,Healthcare,lockport-home-medical,86413131.15,57682,1498.0952662875768,2470.0,1,2470.0,3015238.63,363
Polos Auto Body Inc,Automotive - General,New Rochelle,Westchester County,10801,2020-08-26,1,2470.0,Automotive,polos-auto-body-inc,6809323.82,6443,1056.8560949868074,2470.0,1,2470.0,22226095.1,2016
Neelson Daniel and Nathalie Daniel,Domestic - General,Scarsdale,Westchester County,10583,2018-03-05,1,2469.53,Other,neelson-daniel-and-nathalie-daniel,147547188.43,98576,1496.786118629281,2469.53,1,2469.53,22226095.1,2016
Eagle Masonry Corp,Construction -General,Staten Island,Richmond County,10309,2017-08-30,2,2469.5,Construction,eagle-masonry-corp,61023694.45,20078,3039.3313303117843,2469.5,2,1234.75,9999766.05,569
Dunkin Donuts (Huntington),Restaurants - Limited-Service Restaurants,Huntington,Suffolk County,11743,2017-12-21,2,2469.38,Food Services,dunkin-donuts-huntington,149672052.18,66102,2264.2590569120453,2469.38,2,1234.69,53899585.56,3018
Candelas BK Restaurant,Restaurants - Table Service,Brooklyn,Kings County,11220,2016-08-05,1,2468.75,Food Services,candelas-bk-restaurant,149672052.18,66102,2264.2590569120453,2468.75,1,2468.75,87588061.27,4731
Elements Fitness & Dance LLC,Gym - Gym/Fitness,East Hampton,Suffolk County,11937,2022-09-28,1,2468.32,Other,elements-fitness-dance-llc,147547188.43,98576,1496.786118629281,2468.32,1,2468.32,53899585.56,3018
Papa John's Pizza,Restaurants - Fast Food Chain,Bronx,Bronx County,10466,2018-09-11,1,2468.0,Groceries,papa-john-s-pizza,20303227.0,43316,468.72349709114417,29325.73,20,1466.2865,27745338.03,1765
Mazag Cafe Lounge,Restaurants - Table Service,Astoria,Queens County,11103,2016-02-05,1,2467.98,Food Services,mazag-cafe-lounge,149672052.18,66102,2264.2590569120453,2467.98,1,2467.98,82459395.43,4259
STEINWAY CHILD & FAM SERVICES,Other,Long Island City,Queens County,11101,2012-05-17,1,2466.68,Other,steinway-child-fam-services,147547188.43,98576,1496.786118629281,2466.68,1,2466.68,82459395.43,4259
Zero Point Production,Other,New York,New York County,10001,2012-09-04,1,2465.35,Other,zero-point-production,147547188.43,98576,1496.786118629281,2465.35,1,2465.35,96159726.15,6430
Casa Havana,Restaurants - General,New York,New York County,10019,2013-09-20,1,2465.0,Food Services,casa-havana,149672052.18,66102,2264.2590569120453,2465.0,1,2465.0,96159726.15,6430
Meadow Leasing Inc,Transportation Personal,Brooklyn,Kings County,11204,2019-12-18,1,2465.0,Delivery/Transportation,meadow-leasing-inc,22069415.419999998,30474,724.204745684846,2465.0,1,2465.0,87588061.27,4731
Harvard Maintenance,Other,New York,New York County,10018,2013-05-03,2,2464.51,Other,harvard-maintenance,147547188.43,98576,1496.786118629281,3135.26,3,1045.0866666666668,96159726.15,6430
MT Transportation and Logistics Services,Delivery/Freight Transporation - Trucking,Commack,Suffolk County,11725,2018-06-25,1,2464.32,Delivery/Transportation,mt-transportation-and-logistics-services,22069415.419999998,30474,724.204745684846,2464.32,1,2464.32,53899585.56,3018
The Royal Care Fl LLC,Healthcare - Home Health Care,Brooklyn,Kings County,11219,2023-01-25,1,2464.07,Healthcare,the-royal-care-fl-llc,86413131.15,57682,1498.0952662875768,2464.07,1,2464.07,87588061.27,4731
LNK International Inc.,Manufacturing - Pharmaceutical And Medicine Manufacturing,Hauppauge,Suffolk County,11788,2018-04-16,1,2464.0,Manufacturing,lnk-international-inc,8985644.36,6052,1484.7396497025775,2464.0,1,2464.0,53899585.56,3018
Smar Research Corp,Other,Ronkonkoma,Suffolk County,11779,2012-03-22,2,2464.0,Other,smar-research-corp,147547188.43,98576,1496.786118629281,2464.0,2,1232.0,53899585.56,3018
Active Digital Solutions,Other,Mt Vernon,Westchester County,10550,2012-07-18,2,2464.0,Other,active-digital-solutions,147547188.43,98576,1496.786118629281,2464.0,2,1232.0,22226095.1,2016
Joel A Fischer DDS,Healthcare - General,New Paltz,Ulster County,12561,2017-03-22,1,2464.0,Healthcare,joel-a-fischer-dds,86413131.15,57682,1498.0952662875768,2464.0,1,2464.0,2337274.49,314
Caskinette RV,Unlisted,Carthage,Jefferson County,13619,2018-08-30,1,2464.0,Other,caskinette-rv,147547188.43,98576,1496.786118629281,2464.0,1,2464.0,1062185.67,166
Clifton Court Management LLC,Construction -General,Clifton Park,Saratoga County,12065,2019-08-23,1,2464.0,Construction,clifton-court-management-llc,61023694.45,20078,3039.3313303117843,2464.0,1,2464.0,2289303.88,493
Pro Source Technologies,Office,Island Park,Nassau County,11558,2015-02-04,1,2463.3,Other,pro-source-technologies,147547188.43,98576,1496.786118629281,2463.3,1,2463.3,58900272.76,3252
"Elevator Testing Company, Inc",Other,Ridgewood,Queens County,11385,2015-07-27,2,2462.0,Other,elevator-testing-company-inc,147547188.43,98576,1496.786118629281,2462.0,2,1231.0,82459395.43,4259
William Scwitzer and Associates,Other,New York,New York County,10016,2015-09-16,1,2461.53,Other,william-scwitzer-and-associates,147547188.43,98576,1496.786118629281,2461.53,1,2461.53,96159726.15,6430
Sugar Bowl Luncheonette,Restaurants - Diner,Mt. Vernon,Westchester County,10550,2019-07-31,1,2460.5,Food Services,sugar-bowl-luncheonette,149672052.18,66102,2264.2590569120453,2460.5,1,2460.5,22226095.1,2016
DeLalio Sod Farms,Farming - General,Dix Hills,Suffolk County,11746,2014-07-30,11,2460.12,Farming,delalio-sod-farms,4166535.61,3490,1193.8497449856734,2460.12,11,223.6472727272727,53899585.56,3018
Lederman Caterers Ltd,Restaurants - General,Island Park,Nassau County,11558,2012-01-10,1,2460.0,Food Services,lederman-caterers-ltd,149672052.18,66102,2264.2590569120453,2460.0,1,2460.0,58900272.76,3252
National Registers Whos Who,Other,Valley Stream,Nassau County,11580,2012-10-15,1,2460.0,Other,national-registers-whos-who,147547188.43,98576,1496.786118629281,2460.0,1,2460.0,58900272.76,3252
Childhood & Development Inc,Education/Childcare - Childcare/Daycare,Brooklyn,Kings County,11229,2016-02-10,1,2460.0,Education,childhood-development-inc,5153001.45,5256,980.4036244292238,2460.0,1,2460.0,87588061.27,4731
KUL Construction Inc,Construction -General,Woodside,Queens County,11377,2016-12-05,3,2460.0,Construction,kul-construction-inc,61023694.45,20078,3039.3313303117843,2460.0,3,820.0,82459395.43,4259
AP Cafe/ AP Creative LLC,Restaurants - Table Service,Brooklyn,Kings County,11237,2019-02-01,1,2459.67,Food Services,ap-cafe-ap-creative-llc,149672052.18,66102,2264.2590569120453,2459.67,1,2459.67,87588061.27,4731
Knight Settlement Sand and Gravel,Construction -General,Bath,Steuben County,14810,2020-07-22,1,2457.6,Construction,knight-settlement-sand-and-gravel,61023694.45,20078,3039.3313303117843,2457.6,1,2457.6,757286.52,126
ML 1188 Grand Concourse,Other,Astoria,Queens County,11105,2013-04-09,1,2457.29,Other,ml-1188-grand-concourse,147547188.43,98576,1496.786118629281,2457.29,1,2457.29,82459395.43,4259
ER Construction,Construction -General,Mount Sinai,Suffolk County,11766,2021-09-08,1,2456.96,Construction,er-construction,61023694.45,20078,3039.3313303117843,2456.96,1,2456.96,53899585.56,3018
Sall Associates/Westside Laundry,Other,Binghampton,Broome County,13905,2016-11-04,1,2456.69,Other,sall-associates-westside-laundry,147547188.43,98576,1496.786118629281,2456.69,1,2456.69,1586486.55,319
Beauty Strike LLC,Beauty - Beauty Service/Aesthetics,Brooklyn,Kings County,11205,2020-10-27,4,2455.96,Other,beauty-strike-llc,147547188.43,98576,1496.786118629281,2455.96,4,613.99,87588061.27,4731
A and E General Painting Inc,Construction -General,Cedarhurst,Nassau County,11516,2023-11-29,1,2455.48,Construction,a-and-e-general-painting-inc,61023694.45,20078,3039.3313303117843,2455.48,1,2455.48,58900272.76,3252
Caskinette Ford/Lofink Motor Co Inc,Automotive - General,Carthage,Jefferson County,13619,2019-02-27,1,2455.38,Automotive,caskinette-ford-lofink-motor-co-inc,6809323.82,6443,1056.8560949868074,2455.38,1,2455.38,1062185.67,166
AMBUSH ALARMS & ELECTRONICS,Other,Brooklyn,Kings County,11223,2019-11-15,2,2455.0,Other,ambush-alarms-electronics,147547188.43,98576,1496.786118629281,3596.25,4,899.0625,87588061.27,4731
Iroquois Job Corps Center,Employment Agency - General,West Henrietta,Monroe County,14586,2020-02-13,1,2454.25,Other,iroquois-job-corps-center,147547188.43,98576,1496.786118629281,41471.84,41,1011.5082926829267,9322789.01,1383
Miles Exotic Pet Rescue,Pet Care,Rochester,Monroe County,14604,2023-09-26,1,2454.0,Healthcare,miles-exotic-pet-rescue,86413131.15,57682,1498.0952662875768,2454.0,1,2454.0,9322789.01,1383
"Gordon L. Seaman, Inc.",Construction - Electrical Contractors And Other Wiring Installation Contractors,Yaphank,Suffolk County,11980,2017-12-31,4,2453.36,Construction,gordon-l-seaman-inc,61023694.45,20078,3039.3313303117843,2453.36,4,613.34,53899585.56,3018
Total Event Worldwide Transportation,Other,Bronx,Bronx County,10472,2015-05-01,1,2453.07,Other,total-event-worldwide-transportation,147547188.43,98576,1496.786118629281,2453.07,1,2453.07,27745338.03,1765
Suffolk Cardiovascular Consultants,Other,Deer Park,Suffolk County,11729,2012-07-13,1,2452.93,Other,suffolk-cardiovascular-consultants,147547188.43,98576,1496.786118629281,2452.93,1,2452.93,53899585.56,3018
Jepol Construction Inc.,Construction - General,Woodside,Queens County,11377,2013-10-18,1,2452.5,Construction,jepol-construction-inc,61023694.45,20078,3039.3313303117843,2452.5,1,2452.5,82459395.43,4259
JP Molyneux Studio Ltd,Other,New York,New York County,10022,2016-01-25,1,2450.72,Other,jp-molyneux-studio-ltd,147547188.43,98576,1496.786118629281,2450.72,1,2450.72,96159726.15,6430
Express Logistics Solutions,Delivery - Couriers And Express Delivery Services,Niagara Falls,Niagara County,14303,2023-05-28,3,2450.63,Delivery/Transportation,express-logistics-solutions,22069415.419999998,30474,724.204745684846,2450.63,3,816.8766666666667,3015238.63,363
InfoTech,Facilities Support Services,Brooklyn,Kings County,11204,2012-03-31,3,2450.11,Other,infotech,147547188.43,98576,1496.786118629281,2450.11,3,816.7033333333334,87588061.27,4731
Chi Ming Kwong,Construction - General,New York,New York County,10013,2015-07-17,1,2450.0,Construction,chi-ming-kwong,61023694.45,20078,3039.3313303117843,2450.0,1,2450.0,96159726.15,6430
Kevin Alexander Garcia Chamorro,Construction -General,Queens Village,Queens County,11427,2018-12-27,2,2450.0,Construction,kevin-alexander-garcia-chamorro,61023694.45,20078,3039.3313303117843,2450.0,2,1225.0,82459395.43,4259
Riconda Maintenancec Inc.,Construction -General,Long Island City,Queens County,11101,2021-10-19,1,2450.0,Construction,riconda-maintenancec-inc,61023694.45,20078,3039.3313303117843,2450.0,1,2450.0,82459395.43,4259
Simplicity Group,Other,New York,New York County,10011,2014-07-11,3,2449.96,Other,simplicity-group,147547188.43,98576,1496.786118629281,2449.96,3,816.6533333333333,96159726.15,6430
Gasant Design Group,Other,Yonkers,Westchester County,10705,2012-06-08,1,2449.76,Other,gasant-design-group,147547188.43,98576,1496.786118629281,2449.76,1,2449.76,22226095.1,2016
Migmoore Contracting & Stucco,Other,Islip,Suffolk County,11751,2013-02-05,1,2448.0,Other,migmoore-contracting-stucco,147547188.43,98576,1496.786118629281,2448.0,1,2448.0,53899585.56,3018
B & T Plowing and Tree Service,Construction - Landscaping Services,Rochester,Monroe County,14623,2019-02-23,15,2447.83,Construction,b-t-plowing-and-tree-service,61023694.45,20078,3039.3313303117843,2447.83,15,163.18866666666665,9322789.01,1383
Midtown Restaurant,Restaurants - Table Service,New York,New York County,10022,2015-12-09,2,2447.0,Food Services,midtown-restaurant,149672052.18,66102,2264.2590569120453,2447.0,2,1223.5,96159726.15,6430
Exit 9 LLC,Laundry - Dry Cleaning/Laundry,Newburgh,Orange County,12550,2017-01-05,1,2446.5,Other,exit-9-llc,147547188.43,98576,1496.786118629281,2446.5,1,2446.5,4359072.06,629
"Carrying Hands Transportation, LLC",Delivery/Freight Transportation - All Other Support Activities For Transportation,Rochester,Monroe County,14606,2018-03-31,7,2446.25,Delivery/Transportation,carrying-hands-transportation-llc,22069415.419999998,30474,724.204745684846,2446.25,7,349.4642857142857,9322789.01,1383
"Fjc Security Services, Inc",Security - General,Long Island City,Queens County,11101,2017-03-22,4,2446.0,Security,fjc-security-services-inc,6284120.61,6007,1046.132946562344,2446.0,4,611.5,82459395.43,4259
Michael Castelan,Construction - Landscaping,Mamaroneck,Westchester County,10543,2021-02-09,2,2444.97,Construction,michael-castelan,61023694.45,20078,3039.3313303117843,2444.97,2,1222.485,22226095.1,2016
European Wax Center (Oceanside),"Beauty - Hair, Nail, And Skin Care Services",Oceanside,Nassau County,11572,2018-08-25,24,2444.7,Healthcare,european-wax-center-oceanside,86413131.15,57682,1498.0952662875768,2444.7,24,101.8625,58900272.76,3252
Good Care Agency Inc,Other,Brooklyn,Kings County,11204,2014-04-24,1,2444.0,Other,good-care-agency-inc,147547188.43,98576,1496.786118629281,2444.0,1,2444.0,87588061.27,4731
Select Exterminating,Other,Franklin Square,Nassau County,11010,2014-05-06,1,2443.29,Other,select-exterminating,147547188.43,98576,1496.786118629281,2443.29,1,2443.29,58900272.76,3252
Days Inn,Hotels - General,Albany,Albany County,12110,2012-10-16,12,2442.65,Other,days-inn,147547188.43,98576,1496.786118629281,126558.62,76,1665.245,7516825.93,816
Timber and Stone Construction,Construction -General,Gansevoort,Saratoga County,12831,2015-12-31,1,2442.0,Construction,timber-and-stone-construction,61023694.45,20078,3039.3313303117843,2442.0,1,2442.0,2289303.88,493
Subway - Hudson Valley Mall,Restaurants - Full-Service Restaurants,Kingston,Ulster County,12401,2013-04-02,5,2440.83,Food Services,subway-hudson-valley-mall,149672052.18,66102,2264.2590569120453,2440.83,5,488.166,2337274.49,314
One Voice Data,Office,Southern Pines,Suffolk County,28387,2022-05-03,1,2440.76,Other,one-voice-data,147547188.43,98576,1496.786118629281,2440.76,1,2440.76,53899585.56,3018
The Roaster Cafe,Restaurants - Diner,Mamaroneck,Westchester County,10543,2020-02-14,2,2440.75,Food Services,the-roaster-cafe,149672052.18,66102,2264.2590569120453,2440.75,2,1220.375,22226095.1,2016
John and Joy Schofield,Other,New York,New York County,10028,2013-03-22,1,2439.59,Other,john-and-joy-schofield,147547188.43,98576,1496.786118629281,2439.59,1,2439.59,96159726.15,6430
Sottile Security International Inc,Security - General,New York,New York County,10005,2016-08-05,5,2439.3,Security,sottile-security-international-inc,6284120.61,6007,1046.132946562344,2439.3,5,487.86,96159726.15,6430
Dunkin' Donuts-CNY,Restaurants - Limited-Service Restaurants,Ithaca,Tompkins County,14850,2017-05-06,20,2438.97,Food Services,dunkin-donuts-cny,149672052.18,66102,2264.2590569120453,2438.97,20,121.9485,751730.35,103
New York Hand and Physical Therapy,Healthcare - Medical Office,Wappingers Falls,Dutchess County,12590,2019-03-18,1,2438.55,Healthcare,new-york-hand-and-physical-therapy,86413131.15,57682,1498.0952662875768,6055.97,4,1513.9925,3663347.94,444
Stafkings,Cleaning/Janitorial Services - General,Binghamton,Broome County,13901,2024-01-02,1,2437.83,Other,stafkings,147547188.43,98576,1496.786118629281,2437.83,1,2437.83,1586486.55,319
Syracuse Center for Peace and Social Justice,Non-Profit,Syracuse,Onondaga County,13210,2018-10-03,1,2437.71,Other,syracuse-center-for-peace-and-social-justice,147547188.43,98576,1496.786118629281,2437.71,1,2437.71,11795371.15,809
Medium Concepts,Other,New York,New York County,10013,2015-02-17,1,2437.5,Other,medium-concepts,147547188.43,98576,1496.786118629281,2437.5,1,2437.5,96159726.15,6430
Gold Diamond Construction Inc,Construction -General,New York,New York County,10016,2019-12-13,1,2437.5,Construction,gold-diamond-construction-inc,61023694.45,20078,3039.3313303117843,2437.5,1,2437.5,96159726.15,6430
Tioga Trails Cafe,Restaurants - General,Owego,Tioga County,13827,2012-08-01,2,2436.75,Food Services,tioga-trails-cafe,149672052.18,66102,2264.2590569120453,2436.75,2,1218.375,192116.41,50
"Steward Management Group, LLC",Other Activities Related To Real Estate,Mount Vernon,Westchester County,10550,2022-05-31,3,2436.0,Other,steward-management-group-llc,147547188.43,98576,1496.786118629281,2436.0,3,812.0,22226095.1,2016
645 Owner's Corp,Cleaning/Janitorial Services - General,Brooklyn,Kings County,11210,2021-03-31,1,2435.76,Other,645-owner-s-corp,147547188.43,98576,1496.786118629281,2435.76,1,2435.76,87588061.27,4731
